loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
294,0,Graduate,No,8180000,4450000,18,405,10620000,7750000,11100000.0,1280000,Rejected
295,0,Not Graduate,Yes,7490000,1080000,12,649,5150000,22270000,8440000.0,550000,Approved
296,2,Graduate,No,7690000,500000,6,730,8440000,23690000,1490000.0,18460000,Approved
297,4,Not Graduate,Yes,1180000,2230000,14,594,850000,19830000,23350000.0,3910000,Approved
298,0,Not Graduate,Yes,4430000,4390000,8,615,3090000,10560000,19960000.0,16580000,Approved
299,3,Graduate,No,7390000,6910000,6,779,7540000,5050000,24730000.0,14960000,Approved
300,0,Graduate,No,8150000,1150000,18,799,10360000,12150000,21620000.0,4540000,Approved
301,5,Not Graduate,No,570000,2630000,18,370,2510000,2330000,29340000.0,16070000,Rejected
302,3,Graduate,No,8830000,2430000,4,506,890000,13340000,27630000.0,10380000,Approved
303,5,Not Graduate,Yes,2750000,3700000,20,392,1950000,21700000,19240000.0,19550000,Rejected
304,4,Graduate,No,3370000,5180000,20,341,10590000,23500000,27170000.0,12690000,Rejected
305,2,Not Graduate,No,7860000,740000,8,881,8590000,18510000,29705600.000000015,19640000,Approved
306,3,Not Graduate,Yes,6600000,5700000,8,840,13350000,4280000,17170000.0,8080000,Approved
307,0,Not Graduate,No,5570000,4060000,6,872,10820000,6650000,19260000.0,9500000,Approved
308,1,Not Graduate,No,6590000,2410000,14,677,9350000,4780000,18720000.0,15540000,Approved
309,1,Not Graduate,Yes,6170000,4960000,8,508,1300000,24330000,19020000.0,14390000,Rejected
310,1,Not Graduate,Yes,6630000,6710000,2,714,3300000,7340000,18260000.0,10020000,Approved
311,0,Graduate,No,2770000,6460000,16,815,4680000,19600000,25280000.0,19340000,Approved
312,4,Not Graduate,No,8910000,5770000,14,772,14260000,5500000,8940000.0,5260000,Approved
313,5,Graduate,Yes,1250000,1490000,10,547,18190000,22850000,25030000.0,3420000,Rejected
314,3,Not Graduate,No,2580000,2050000,12,540,9910000,12190000,7080000.0,1650000,Rejected
315,4,Not Graduate,Yes,3250000,3130000,18,463,11480000,9140000,21600000.0,18080000,Rejected
316,4,Not Graduate,No,1070000,440000,2,745,1950000,14150000,21670000.0,4720000,Approved
317,2,Graduate,No,4260000,1210000,12,567,6500000,4610000,3890000.0,19740000,Approved
318,3,Graduate,No,740000,3310000,16,376,8670000,6380000,23020000.0,18900000,Rejected
319,5,Graduate,Yes,720000,2470000,4,467,9910000,14680000,20010000.0,6690000,Rejected
320,2,Graduate,No,3450000,5350000,8,376,10750000,10970000,20430000.0,13020000,Rejected
321,1,Not Graduate,Yes,190000,2950000,16,691,11950000,17320000,14840000.0,9450000,Approved
322,0,Graduate,Yes,3310000,730000,20,428,10650000,20880000,2860000.0,6180000,Rejected
323,3,Graduate,No,5970000,3540000,6,777,10200000,1360000,20010000.0,1070000,Approved
324,2,Graduate,Yes,6020000,4880000,6,895,10100000,15860000,28130000.0,13910000,Rejected
325,4,Not Graduate,No,4320000,6040000,12,779,1180000,5130000,29440000.0,8710000,Approved
326,0,Graduate,No,4500000,4070000,18,622,7160000,5160000,2840000.0,14790000,Approved
327,3,Not Graduate,Yes,1150000,1210000,12,833,17320000,11920000,26590000.0,2380000,Approved
328,3,Not Graduate,No,3580000,2140000,6,310,17870000,13420000,9260000.0,9410000,Rejected
329,4,Graduate,Yes,8350000,6710000,10,368,13890000,22280000,5460000.0,16350000,Rejected
330,3,Graduate,Yes,8910000,2830000,12,771,13240000,11100000,12460000.0,14400000,Approved
331,5,Not Graduate,Yes,2060000,4670000,18,763,300000,9320000,6610000.0,10100000,Approved
332,4,Graduate,No,8720000,5850000,14,895,7160000,4720000,25800000.0,1200000,Approved
333,4,Graduate,No,4270000,2980000,10,578,9370000,23090000,23260000.0,8480000,Approved
334,5,Graduate,No,1830000,5810000,16,443,9290000,5260000,6920000.0,4790000,Rejected
335,1,Graduate,No,7790000,6650000,12,684,15400000,13260000,24120000.0,3560000,Approved
336,4,Graduate,No,1080000,3540000,8,392,18110000,7460000,13410000.0,6850000,Rejected
337,3,Graduate,No,3940000,2200000,8,742,18720000,2190000,10780000.0,1140000,Approved
338,5,Not Graduate,No,520000,2590000,18,304,17140000,7900000,29690000.0,8810000,Rejected
339,2,Not Graduate,No,5220000,2630000,18,526,13240000,6150000,12590000.0,1210000,Rejected
340,5,Graduate,Yes,6830000,5070000,10,809,7550000,1040000,28120000.0,13480000,Approved
341,0,Graduate,Yes,1340000,3230000,8,458,19490000,1220000,13770000.0,4810000,Rejected
342,5,Graduate,No,3130000,1590000,4,642,3010000,21420000,3970000.0,19030000,Approved
343,0,Not Graduate,Yes,7090000,3170000,12,506,4370000,5130000,24110000.0,15980000,Rejected
344,2,Graduate,No,3450000,2460000,16,661,19240000,13390000,20910000.0,6640000,Approved
345,0,Not Graduate,No,2980000,6430000,16,653,19640000,11670000,24910000.0,8360000,Approved
346,5,Not Graduate,No,8690000,1840000,12,607,8260000,18730000,22090000.0,13440000,Approved
347,5,Graduate,No,1720000,5860000,16,477,4490000,960000,8330000.0,7880000,Approved
348,3,Graduate,Yes,5660000,3530000,6,771,14070000,11510000,19820000.0,12290000,Approved
349,4,Graduate,No,6390000,3530000,2,578,12340000,19140000,12100000.0,1990000,Approved
350,5,Graduate,No,8040000,2350000,18,708,13210000,3520000,19540000.0,11760000,Approved
351,1,Not Graduate,Yes,1500000,5760000,16,722,16270000,9600000,18050000.0,5880000,Approved
352,2,Graduate,Yes,3770000,6810000,12,840,13000000,2360000,27440000.0,19370000,Approved
353,4,Graduate,No,8290000,2250000,14,512,1740000,18280000,13770000.0,15180000,Rejected
354,2,Graduate,Yes,3250000,6650000,16,809,13790000,14440000,28440000.0,1680000,Approved
355,0,Graduate,Yes,7420000,1460000,4,352,4440000,8360000,24520000.0,13070000,Rejected
356,3,Graduate,No,260000,4570000,18,723,19830000,19280000,25580000.0,12720000,Approved
357,3,Graduate,No,2920000,1110000,4,462,16810000,4480000,14550000.0,6360000,Approved
358,4,Not Graduate,Yes,4370000,4020000,14,591,8450000,8570000,6380000.0,1570000,Approved
359,0,Graduate,No,6170000,1630000,6,451,7390000,3770000,12430000.0,6540000,Rejected
360,5,Not Graduate,No,5020000,4140000,2,853,17620000,2930000,14590000.0,10660000,Approved
361,1,Not Graduate,No,880000,6390000,5,598,12750000,17920000,8830000.0,1410000,Approved
362,4,Graduate,No,4140000,5240000,18,565,18380000,23030000,19590000.0,3450000,Approved
363,3,Graduate,No,1120000,6440000,16,394,1290000,5450000,1550000.0,11690000,Rejected
364,5,Graduate,Yes,6540000,1110000,14,514,2240000,18050000,21330000.0,10080000,Rejected
365,2,Graduate,No,600000,4160000,14,396,13960000,7070000,21440000.0,5090000,Rejected
366,5,Not Graduate,Yes,250000,6230000,14,388,420000,22940000,2710000.0,8130000,Rejected
367,0,Graduate,No,4460000,5040000,14,868,6350000,3000000,1060000.0,5470000,Approved
368,1,Not Graduate,Yes,6740000,2800000,10,693,15170000,9960000,20560000.0,3090000,Approved
369,2,Graduate,Yes,7550000,5790000,16,693,720000,13900000,3260000.0,9360000,Approved
370,5,Graduate,No,4680000,5200000,10,508,770000,6750000,7810000.0,13410000,Rejected
371,0,Graduate,No,3770000,1260000,20,820,2720000,12680000,4860000.0,5160000,Approved
372,5,Graduate,Yes,7080000,2240000,6,844,1940000,11230000,3210000.0,13640000,Approved
373,1,Graduate,No,3690000,1380000,4,604,9150000,340000,830000.0,2930000,Approved
374,0,Graduate,Yes,7110000,1670000,10,599,4860000,24750000,25170000.0,19790000,Approved
375,1,Not Graduate,No,2240000,5460000,14,349,1560000,2520000,15580000.0,7190000,Rejected
376,5,Not Graduate,Yes,220000,5020000,6,803,12620000,15010000,19150000.0,19630000,Approved
377,3,Not Graduate,Yes,8820000,6190000,20,689,14630000,23250000,25990000.0,15520000,Approved
378,5,Graduate,Yes,8470000,4680000,2,754,19230000,14090000,20390000.0,10110000,Approved
379,3,Graduate,Yes,1820000,1600000,4,587,13110000,16520000,24970000.0,8270000,Approved
380,2,Graduate,No,7230000,5480000,10,336,13220000,5880000,12780000.0,15290000,Rejected
381,4,Not Graduate,No,2360000,3910000,2,658,4690000,12450000,15600000.0,1770000,Approved
382,3,Graduate,Yes,6590000,1720000,2,463,12930000,7910000,3460000.0,15530000,Approved
383,2,Not Graduate,Yes,6670000,5980000,4,468,5820000,2850000,1830000.0,11300000,Approved
384,5,Graduate,Yes,840000,4460000,12,391,7300000,22770000,1350000.0,19790000,Rejected
385,1,Graduate,Yes,7140000,3400000,16,323,15770000,3120000,26620000.0,10060000,Rejected
386,1,Not Graduate,No,3580000,5150000,14,439,350000,4420000,22950000.0,11640000,Rejected
387,0,Not Graduate,No,5770000,4650000,2,766,8750000,14820000,29705600.000000015,5390000,Approved
388,0,Graduate,Yes,1180000,6460000,4,832,3950000,1990000,13040000.0,5180000,Approved
389,4,Graduate,Yes,5810000,1740000,12,609,6600000,7020000,19130000.0,12570000,Approved
390,4,Not Graduate,No,360000,6260000,8,713,1760000,2350000,27480000.0,11590000,Approved
391,5,Graduate,No,5160000,5570000,18,609,17600000,19310000,26570000.0,11850000,Approved
392,5,Graduate,Yes,3770000,4980000,4,387,3290000,16860000,24510000.0,12700000,Rejected
393,4,Not Graduate,No,4540000,3500000,16,880,3440000,2840000,18180000.0,1120000,Approved
394,1,Not Graduate,No,4460000,1340000,16,313,10380000,22520000,4010000.0,13890000,Rejected
395,4,Graduate,No,1430000,6920000,18,704,13660000,22350000,17970000.0,7940000,Approved
396,4,Graduate,No,1660000,520000,12,565,4310000,850000,15060000.0,12430000,Approved
397,4,Not Graduate,Yes,1180000,6160000,20,611,3440000,20490000,710000.0,13150000,Approved
398,0,Not Graduate,No,7780000,2640000,16,743,3070000,23730000,25070000.0,15310000,Approved
399,3,Graduate,Yes,170000,5820000,8,571,18020000,13170000,24080000.0,780000,Approved
400,4,Graduate,No,800000,450000,8,551,11080000,15550000,3730000.0,3430000,Approved
401,5,Graduate,No,5470000,5310000,4,722,12260000,3400000,28640000.0,6750000,Approved
402,0,Not Graduate,No,6030000,1230000,20,354,9800000,17370000,18750000.0,11380000,Rejected
403,3,Graduate,Yes,6310000,5630000,14,657,10130000,19640000,12010000.0,17860000,Approved
404,1,Graduate,No,5320000,930000,20,721,5540000,22130000,12710000.0,8570000,Approved
405,2,Graduate,No,1480000,3080000,20,385,4420000,9240000,870000.0,8380000,Rejected
406,4,Graduate,No,330000,4340000,18,586,11770000,5800000,24540000.0,1100000,Approved
407,2,Graduate,Yes,4110000,4340000,10,506,9150000,24540000,12230000.0,11460000,Rejected
408,4,Not Graduate,Yes,570000,5400000,16,724,12380000,19730000,6650000.0,6460000,Approved
409,0,Graduate,Yes,1160000,3000000,4,776,18250000,17600000,6170000.0,5330000,Approved
410,3,Not Graduate,Yes,2130000,1420000,12,749,3020000,12010000,26460000.0,14770000,Approved
411,5,Graduate,Yes,2320000,410000,12,778,6210000,7620000,24740000.0,19790000,Approved
412,3,Not Graduate,Yes,3050000,830000,16,560,3310000,3330000,5240000.0,11760000,Approved
413,3,Not Graduate,No,4660000,1190000,8,798,1360000,2790000,5720000.0,9880000,Approved
414,4,Graduate,Yes,2720000,3750000,6,862,9050000,24180000,28260000.0,14650000,Approved
415,1,Not Graduate,No,3840000,5510000,16,321,8950000,17240000,19970000.0,1030000,Rejected
416,4,Not Graduate,No,4910000,4500000,18,442,2490000,21410000,25270000.0,10290000,Rejected
417,2,Graduate,Yes,8350000,6030000,20,425,9170000,10660000,5620000.0,3860000,Rejected
418,2,Graduate,Yes,3430000,3360000,10,582,14630000,7380000,6650000.0,12260000,Rejected
419,1,Graduate,Yes,8530000,6550000,14,651,13590000,13670000,11850000.0,260000,Approved
420,2,Not Graduate,Yes,2670000,3220000,6,707,13680000,17040000,12920000.0,11950000,Approved
421,3,Graduate,Yes,4270000,2440000,10,347,18090000,19350000,10950000.0,14140000,Rejected
422,4,Not Graduate,No,6450000,1070000,14,304,18220000,8520000,29705600.000000015,810000,Rejected
423,5,Graduate,No,6190000,2400000,20,599,11010000,3760000,1500000.0,780000,Approved
424,5,Not Graduate,Yes,3000000,2240000,10,780,18260000,2840000,15950000.0,7570000,Approved
425,4,Not Graduate,No,230000,1670000,20,512,15660000,11590000,22200000.0,4800000,Rejected
426,1,Graduate,Yes,610000,5110000,12,663,9450000,21920000,28810000.0,11630000,Approved
427,2,Not Graduate,No,3060000,1960000,20,329,18210000,12590000,8610000.0,16420000,Rejected
428,0,Graduate,No,3440000,6050000,18,503,420000,4670000,26040000.0,7510000,Rejected
429,4,Not Graduate,Yes,4790000,3170000,10,353,4360000,7840000,7500000.0,1490000,Rejected
430,1,Graduate,Yes,7200000,5620000,8,609,12810000,17910000,10650000.0,9130000,Approved
431,2,Not Graduate,No,6930000,600000,20,693,10210000,860000,7810000.0,10740000,Approved
432,3,Not Graduate,Yes,2720000,450000,16,512,4100000,4910000,15530000.0,7420000,Rejected
433,4,Graduate,No,7400000,6560000,10,836,12780000,15980000,16660000.0,4020000,Approved
434,5,Graduate,No,5140000,3690000,18,454,1800000,13070000,5950000.0,13010000,Rejected
435,0,Not Graduate,Yes,4050000,5880000,4,510,10260000,830000,12960000.0,790000,Approved
436,2,Graduate,Yes,170000,410000,2,408,14170000,340000,26290000.0,7290000,Rejected
437,2,Not Graduate,No,4200000,3490000,20,489,6930000,7240000,2960000.0,18810000,Rejected
438,5,Graduate,Yes,4670000,3110000,10,672,5080000,1400000,12670000.0,15930000,Approved
439,0,Graduate,Yes,1430000,3070000,18,745,1610000,14850000,9920000.0,3900000,Approved
440,2,Not Graduate,No,750000,6440000,20,520,1000000,460000,4020000.0,6720000,Rejected
441,5,Graduate,Yes,3820000,1280000,20,598,4120000,11200000,28080000.0,7270000,Approved
442,3,Not Graduate,No,7070000,2770000,12,757,12100000,6330000,19610000.0,19790000,Approved
443,0,Not Graduate,No,2810000,1320000,18,883,16240000,8090000,5800000.0,4250000,Approved
444,0,Not Graduate,Yes,6780000,1830000,14,528,18730000,16540000,25980000.0,2440000,Rejected
445,4,Not Graduate,No,970000,2750000,6,884,300000,3530000,18870000.0,8870000,Approved
446,4,Graduate,No,5860000,3740000,14,473,12340000,20700000,12910000.0,6080000,Rejected
447,1,Not Graduate,No,2080000,5750000,16,834,8980000,12560000,29420000.0,19230000,Approved
448,4,Graduate,No,3340000,4320000,6,712,14250000,19400000,13340000.0,6080000,Approved
449,0,Not Graduate,Yes,4340000,300000,6,630,14630000,3180000,24380000.0,19140000,Approved
450,4,Not Graduate,Yes,6560000,6740000,10,673,9830000,12490000,13170000.0,16620000,Approved
451,4,Graduate,Yes,6270000,2030000,2,356,3310000,4580000,11890000.0,8440000,Rejected
452,4,Not Graduate,No,3700000,1060000,16,690,1870000,5440000,4800000.0,14770000,Approved
453,4,Not Graduate,No,4320000,6410000,18,441,8720000,14880000,26790000.0,13360000,Rejected
454,1,Not Graduate,Yes,6040000,860000,18,700,12670000,2580000,15310000.0,14650000,Approved
455,0,Graduate,No,8890000,4650000,10,456,9770000,3520000,3530000.0,4940000,Rejected
456,1,Not Graduate,Yes,3670000,6750000,20,380,6850000,19200000,18970000.0,2950000,Rejected
457,1,Not Graduate,Yes,5460000,1390000,20,426,13480000,1060000,27840000.0,14730000,Rejected
458,0,Not Graduate,Yes,8070000,1930000,16,427,2060000,4050000,22610000.0,19550000,Rejected
459,1,Graduate,No,1110000,1000000,20,488,14020000,14610000,13180000.0,2140000,Rejected
460,5,Graduate,Yes,3850000,3130000,8,417,4430000,14120000,8150000.0,6900000,Rejected
461,0,Graduate,Yes,2390000,3270000,6,737,3030000,18280000,8610000.0,10160000,Approved
462,3,Not Graduate,No,2840000,1190000,6,748,9960000,530000,4480000.0,7940000,Approved
463,0,Graduate,Yes,7760000,650000,16,780,1640000,13650000,26310000.0,7390000,Approved
464,0,Graduate,No,3860000,5780000,18,349,11950000,8550000,14920000.0,15840000,Rejected
465,3,Not Graduate,Yes,270000,6290000,4,666,5820000,340000,20480000.0,780000,Rejected
466,1,Graduate,Yes,2460000,4570000,8,895,15740000,20130000,27600000.0,2220000,Approved
467,0,Not Graduate,Yes,860000,410000,20,702,17170000,8340000,17430000.0,10770000,Rejected
468,5,Graduate,Yes,5930000,4650000,20,816,12610000,17460000,2120000.0,7720000,Approved
469,1,Graduate,No,5410000,2380000,4,666,340000,7200000,10550000.0,12450000,Approved
470,1,Graduate,No,6910000,4070000,10,607,2730000,10050000,2670000.0,6140000,Approved
471,5,Not Graduate,No,5160000,2940000,18,304,1180000,18990000,4740000.0,3960000,Rejected
472,3,Graduate,No,610000,1920000,10,730,14970000,18250000,18650000.0,13170000,Approved
473,1,Not Graduate,Yes,4310000,2360000,16,695,2770000,12060000,22780000.0,11120000,Approved
474,0,Not Graduate,No,2350000,5960000,2,606,3510000,1230000,21590000.0,11990000,Approved
475,1,Graduate,No,4480000,1120000,4,811,15500000,6550000,7150000.0,14260000,Approved
476,4,Graduate,No,4500000,4380000,16,482,8290000,14330000,26870000.0,2160000,Rejected
477,4,Graduate,No,8910000,6290000,6,328,3600000,24750000,380000.0,5130000,Rejected
478,4,Not Graduate,Yes,1410000,5580000,14,737,17160000,11200000,4160000.0,5200000,Approved
479,3,Not Graduate,Yes,7590000,4360000,4,738,3960000,20400000,9400000.0,13940000,Approved
480,4,Graduate,Yes,6720000,2990000,4,863,15770000,16650000,17540000.0,1500000,Approved
481,0,Graduate,No,5540000,4050000,10,588,16100000,21940000,9180000.0,12570000,Approved
482,4,Graduate,Yes,8910000,4670000,2,613,9170000,5170000,25650000.0,19410000,Approved
483,0,Graduate,Yes,6980000,2250000,4,764,8770000,830000,28130000.0,5340000,Approved
484,4,Graduate,Yes,6320000,270000,4,649,4640000,8450000,11580000.0,6400000,Approved
485,1,Not Graduate,Yes,1360000,5020000,12,438,5830000,11080000,17840000.0,5720000,Rejected
486,4,Not Graduate,Yes,8390000,6440000,8,459,8120000,7250000,25070000.0,8160000,Rejected
487,0,Not Graduate,No,6280000,6400000,18,540,18050000,14140000,2040000.0,19500000,Rejected
488,1,Graduate,Yes,7060000,2440000,14,562,8960000,16910000,15600000.0,13480000,Approved
489,1,Not Graduate,Yes,8860000,6070000,4,442,14050000,10910000,13160000.0,250000,Rejected
490,3,Not Graduate,Yes,5480000,4660000,18,491,10810000,8410000,20680000.0,13030000,Rejected
491,0,Graduate,No,5010000,4860000,18,401,1990000,8880000,10990000.0,14820000,Rejected
492,3,Graduate,Yes,6390000,3890000,20,644,11390000,2940000,22390000.0,19240000,Approved
493,2,Not Graduate,No,5220000,4520000,16,317,19710000,12350000,25090000.0,1970000,Rejected
494,5,Graduate,No,8490000,3930000,18,852,4080000,22390000,18450000.0,10030000,Approved
495,3,Graduate,Yes,520000,6720000,10,461,5620000,22240000,19930000.0,15430000,Rejected
496,0,Not Graduate,No,7900000,5640000,20,703,18950000,5580000,27330000.0,13750000,Approved
497,5,Graduate,Yes,3760000,3270000,2,748,18720000,3280000,27120000.0,9070000,Approved
498,0,Graduate,Yes,1950000,4500000,6,739,4140000,12220000,7860000.0,13920000,Approved
499,3,Graduate,Yes,5060000,260000,12,491,19830000,22020000,16040000.0,990000,Rejected
500,4,Not Graduate,Yes,7010000,4740000,16,895,8430000,22750000,6890000.0,4930000,Approved
501,0,Graduate,No,7080000,6900000,8,384,4530000,8740000,17130000.0,11380000,Rejected
502,1,Graduate,No,6820000,6720000,12,707,8690000,5920000,17840000.0,14240000,Approved
503,1,Not Graduate,No,1530000,5070000,6,863,12990000,7390000,8850000.0,5190000,Approved
504,0,Not Graduate,Yes,3390000,400000,20,314,4020000,11390000,29370000.0,13950000,Rejected
505,3,Not Graduate,Yes,8770000,980000,14,634,8420000,21570000,6990000.0,16090000,Approved
506,5,Graduate,Yes,5880000,3380000,20,872,17660000,8630000,29705600.000000015,19410000,Approved
507,4,Not Graduate,No,5820000,5130000,12,834,1680000,6300000,23040000.0,5270000,Approved
508,2,Not Graduate,No,5380000,3230000,4,417,5950000,12320000,19200000.0,250000,Approved
509,4,Not Graduate,No,7740000,740000,6,356,9300000,14990000,15750000.0,7480000,Rejected
510,4,Graduate,Yes,5020000,6210000,14,785,8610000,12470000,8570000.0,840000,Approved
511,1,Graduate,Yes,2460000,4150000,20,697,12760000,3330000,27590000.0,18660000,Approved
